Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2019 Q4,,,Number,109
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2020 Q1,,,Number,116
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2020 Q2,,,Number,148
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2020 Q3,,,Number,167
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2020 Q4,,,Number,116
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2016,,,Crude rate,4.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2016,,,Number,34
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2016,,,Age-adjusted rate,4.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2017,,,Crude rate,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2017,,,Number,38
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2017,,,Age-adjusted rate,5.1
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2018,,,Crude rate,3.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2018,,,Number,30
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2018,,,Age-adjusted rate,3.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2019,,,Crude rate,4.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2019,,,Number,35
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2019,,,Age-adjusted rate,4.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2020,,,Crude rate,4.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2020,,,Number,38
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2020,,,Age-adjusted rate,5.1
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2016 Q1,,,Number,12
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2016 Q2,,,Number,4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2016 Q3,,,Number,10
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2016 Q4,,,Number,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2017 Q1,,,Number,10
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2017 Q2,,,Number,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2017 Q3,,,Number,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2017 Q4,,,Number,12
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2018 Q1,,,Number,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2018 Q2,,,Number,4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2018 Q3,,,Number,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2018 Q4,,,Number,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2019 Q1,,,Number,6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2019 Q2,,,Number,7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2019 Q3,,,Number,15
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2019 Q4,,,Number,7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2020 Q1,,,Number,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2020 Q2,,,Number,10
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2020 Q3,,,Number,11
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2020 Q4,,,Number,12
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2016,,,Crude rate,5.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2016,,,Number,53
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2016,,,Age-adjusted rate,5.7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2017,,,Crude rate,6.7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2017,,,Number,64
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2017,,,Age-adjusted rate,6.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2018,,,Crude rate,5.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2018,,,Number,54
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2018,,,Age-adjusted rate,5.8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2019,,,Crude rate,5.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2019,,,Number,57
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2019,,,Age-adjusted rate,5.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2020,,,Crude rate,5.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2020,,,Number,51
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,2020,,,Age-adjusted rate,5.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2016 Q1,,,Number,17
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2016 Q2,,,Number,14
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2016 Q3,,,Number,17
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2016 Q4,,,Number,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2017 Q1,,,Number,19
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2017 Q2,,,Number,17
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2017 Q3,,,Number,13
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2017 Q4,,,Number,15
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2018 Q1,,,Number,15
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2018 Q2,,,Number,18
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2018 Q3,,,Number,10
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2018 Q4,,,Number,11
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2019 Q1,,,Number,14
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2019 Q2,,,Number,18
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2019 Q3,,,Number,13
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2019 Q4,,,Number,12
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2020 Q1,,,Number,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2020 Q2,,,Number,12
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2020 Q3,,,Number,10
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,2020 Q4,,,Number,20
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2016,,,Crude rate,3.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2016,,,Number,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2016,,,Age-adjusted rate,3.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2017,,,Crude rate,3.3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2017,,,Number,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2017,,,Age-adjusted rate,3.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2018,,,Crude rate,5.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2018,,,Number,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2018,,,Age-adjusted rate,5.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2019,,,Crude rate,3.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2019,,,Number,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2019,,,Age-adjusted rate,3.3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,,,Crude rate,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,,,Number,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,,,Age-adjusted rate,5.1
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2016 Q1,,,Number,Not available
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2016 Q2,,,Number,Not available
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2016 Q3,,,Number,Not available
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2016 Q4,,,Number,Not available
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2017 Q1,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2017 Q2,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2017 Q3,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2017 Q4,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2018 Q1,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2018 Q2,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2018 Q3,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2018 Q4,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2019 Q1,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2019 Q2,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2019 Q3,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2019 Q4,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2020 Q1,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2020 Q2,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2020 Q3,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,2020 Q4,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2016,,,Crude rate,3.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2016,,,Number,18
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2016,,,Age-adjusted rate,3.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2017,,,Crude rate,6.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2017,,,Number,33
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2017,,,Age-adjusted rate,6.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2018,,,Crude rate,2.3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2018,,,Number,12
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2018,,,Age-adjusted rate,2.3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2019,,,Crude rate,3.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2019,,,Number,18
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2019,,,Age-adjusted rate,3.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,,,Crude rate,4.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,,,Number,24
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,,,Age-adjusted rate,4.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2016 Q1,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2016 Q2,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2016 Q3,,,Number,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2016 Q4,,,Number,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2017 Q1,,,Number,11
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2017 Q2,,,Number,6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2017 Q3,,,Number,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2017 Q4,,,Number,7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2018 Q1,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2018 Q2,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2018 Q3,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2018 Q4,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2019 Q1,,,Number,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2019 Q2,,,Number,6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2019 Q3,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2019 Q4,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2020 Q1,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2020 Q2,,,Number,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2020 Q3,,,Number,6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,2020 Q4,,,Number,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,2016,,,Crude rate,18.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,2016,,,Number,7
